User_ID,Date,Description,Category,Amount,Balance
user_8,2023-03-04,Movies,Entertainment,-170.16,113.61
user_8,2023-03-08,Video Games,Entertainment,-161.94,-48.33
user_8,2023-03-09,Restaurant,Food,-278.37,-326.7
user_8,2023-03-10,Restaurant,Food,-272.64,-599.34
user_8,2023-03-12,Grocery Store,Food,-282.37,-881.71
user_8,2023-03-16,Car Payment,Transportation,-89.05,-970.76
user_8,2023-03-17,Internet,Housing,-909.16,-1879.92
user_8,2023-03-18,Concert,Entertainment,-168.32,-2048.24
user_8,2023-03-19,Electricity,Housing,-1173.71,-3221.95
user_8,2023-03-20,Rent,Housing,-1149.83,-4371.78
user_8,2023-03-21,Car Payment,Transportation,-123.46,-4495.24
user_8,2023-03-23,Uber/Lyft,Transportation,-52.13,-4547.37
user_8,2023-03-26,Movies,Entertainment,-199.81,-4747.18
user_8,2023-03-27,Clothing,Shopping,-119.41,-4866.59
user_8,2023-03-28,Streaming Service,Entertainment,-197.22,-5063.81
user_8,2023-03-29,Rent,Housing,-1473.39,-6537.2
user_8,2023-03-30,Grocery Store,Food,-253.47,-6790.67
user_9,2023-01-02,Utilities,Housing,-1406.21,982.44
user_9,2023-01-04,Rent,Housing,-1359.28,-376.84
user_9,2023-01-05,Parking,Transportation,-67.52,-444.36
user_9,2023-01-06,Gas,Transportation,-80.11,-524.47
user_9,2023-01-07,Restaurant,Food,-271.7,-796.17
user_9,2023-01-08,Car Payment,Transportation,-92.12,-888.29
user_9,2023-01-09,Takeout,Food,-151.95,-1040.24
user_9,2023-01-14,Online Shopping,Shopping,-297.18,-1337.42
user_9,2023-01-16,Car Payment,Transportation,-87.57,-1424.99
user_9,2023-01-17,Online Shopping,Shopping,-91.97,-1516.96
user_9,2023-01-20,Streaming Service,Entertainment,-106.34,-1623.3
user_9,2023-01-21,Public Transit,Transportation,-118.73,-1742.03
user_9,2023-01-23,Public Transit,Transportation,-146.72,-1888.75
user_9,2023-01-24,Electronics,Shopping,-289.25,-2178.0
user_9,2023-01-27,Coffee Shop,Food,-274.02,-2452.02
user_9,2023-01-28,Public Transit,Transportation,-75.62,-2527.64
user_9,2023-01-29,Clothing,Shopping,-130.59,-2658.23
user_9,2023-01-30,Uber/Lyft,Transportation,-126.36,-2784.59
user_9,2023-02-01,Salary,Income,4798.86,2014.27
user_9,2023-02-03,Sports Event,Entertainment,-23.73,1990.54
user_9,2023-02-04,Video Games,Entertainment,-60.34,1930.2
user_9,2023-02-05,Car Payment,Transportation,-109.13,1821.07
user_9,2023-02-06,Takeout,Food,-105.5,1715.57
user_9,2023-02-07,Fast Food,Food,-233.87,1481.7
user_9,2023-02-08,Parking,Transportation,-51.09,1430.61
user_9,2023-02-09,Streaming Service,Entertainment,-76.76,1353.85
user_9,2023-02-12,Grocery Store,Food,-149.82,1204.03
user_9,2023-02-13,Video Games,Entertainment,-195.53,1008.5
user_9,2023-02-14,Gas,Transportation,-86.11,922.39
user_9,2023-02-16,Concert,Entertainment,-156.2,766.19
user_9,2023-02-17,Restaurant,Food,-203.67,562.52
user_9,2023-02-19,Grocery Store,Food,-155.55,406.97
user_9,2023-02-22,Streaming Service,Entertainment,-39.29,367.68
user_9,2023-02-23,Home Goods,Shopping,-242.79,124.89
user_9,2023-02-24,Home Goods,Shopping,-217.27,-92.38
user_9,2023-02-27,Streaming Service,Entertainment,-145.78,-238.16
user_9,2023-03-02,Mortgage,Housing,-1139.85,-1378.01
user_9,2023-03-04,Electricity,Housing,-1394.54,-2772.55
user_9,2023-03-06,Home Goods,Shopping,-214.0,-2986.55
user_9,2023-03-11,Online Shopping,Shopping,-226.35,-3212.9
user_9,2023-03-12,Restaurant,Food,-287.16,-3500.06
user_9,2023-03-13,Car Payment,Transportation,-91.31,-3591.37
user_9,2023-03-14,Parking,Transportation,-143.68,-3735.05
user_9,2023-03-15,Salary,Income,3282.04,-453.01
user_9,2023-03-17,Rent,Housing,-1310.54,-1763.55
user_9,2023-03-18,Takeout,Food,-101.2,-1864.75
user_9,2023-03-19,Streaming Service,Entertainment,-65.47,-1930.22
user_9,2023-03-20,Car Payment,Transportation,-131.34,-2061.56
user_9,2023-03-21,Car Payment,Transportation,-51.65,-2113.21
user_9,2023-03-22,Takeout,Food,-194.32,-2307.53
user_9,2023-03-23,Fast Food,Food,-153.36,-2460.89
user_9,2023-03-24,Public Transit,Transportation,-69.03,-2529.92
user_9,2023-03-25,Clothing,Shopping,-270.64,-2800.56
user_9,2023-03-26,Online Shopping,Shopping,-228.7,-3029.26
